Выгородка 7 шп./ Помещение цистерны сбора хозяйственно-бытовых и сточных  вод № 1
Выгородка 7 шп./ Помещение цистерны сбора хозяйственно-бытовых и сточных  вод № 1
Аварийная шахта настилы 1-3/ Шахта аварийного схода №1
Шахта трапа/ Шахта трапа №3
Шахта трапа/ Шахта трапа №3
Шахта трапа/ Шахта трапа №3
Тамбур лифта/ Тамбур лифта №1
Тамбур лифта/ Тамбур лифта №1
Шахта трапа/ Шахта трапа №3
Шахта трапа/ Шахта трапа №3
Выгородка АСИ/ Склад АСИ №3
Аварийная шахта настилы 1-3/ Шахта аварийного схода №1
Выгородка электрооборудования № 1/ Помещение  электрооборудования № 1
Шахта трапа/ Шахта трапа №3
Шахта трапа/ Шахта трапа №3
Тамбур лифта/ Тамбур лифта №1
Тамбур лифта/ Тамбур лифта №1
Шахта трапа/ Шахта трапа №3
Аварийная шахта настилы 4-5/ Шахта аварийного схода №1
Шахта трапа/ Шахта трапа №3
Тамбур лифта/ Тамбур лифта №1
Шахта трапа/ Шахта трапа №3
Пост управления балластными насосами № 1
Пост управления балластными насосами №1
Герметичный трюм/ Трюм
Герметичный трюм/ Трюм
Герметичный трюм/ Трюм
Вентиляторная  № 29
Вентиляторная  № 29
Вентиляторная  № 29
Шахта трапа 7-12 шп./ Шахта трапа №3
Тамбур лифта/ Тамбур лифта
Выгородка для тележек/ Помещение для хранения тележек
Коридор 15-42 шп./ Коридор №301
Коридор 15-42 шп./ Коридор №301
Продовольственная кладовая №1
Продовольственная кладовая №2
Продовольственная кладовая №3
Продовольственная кладовая №3
Коридор 15-34 шп./ Коридор №301
Коридор 15-34 шп./ Коридор №301
Коридор 15-34 шп./ Коридор №301
Коридор 15-42 шп./ Коридор №301
Коридор  42-65 шп./ Коридор №303
Помещение для рубки и размораживания мяса
Выгородка АОВ камбуза/ Помещение АОВ камбуза
Разделочная
Коридор  42-65 шп./ Коридор №303
Коридор  42-65 шп./ Коридор №303
Коридор 42-65 шп./ Коридор №303
Камбуз
Камбуз
Камбуз
Камбуз
Камбуз
Камбуз
Камбуз
Камбуз
Камбузная кладовая
Щитовая КСП
Щитовая КСП
Щитовая №1
Щитовая №1
Шахта трапа  6-12 шп./ Шахта трапа №3
Тамбур лифта/ «-»
Каюта №201/  Каюта №201 (одноместная)
Каюта №201/  Каюта №201 (одноместная)
Выгородка медицинской кладовой со стеллажом/  Медицинская кладовая (в составе 10315)
Выгородка медицинского поста/ Пост медицинский
Коридор 15-34 шп./ Коридор №201
Коридор 15-33,5 шп./  Коридор №201
Коридор  15-34 шп./ Коридор №201
Выгородка сплинклерной установки/ Станция пожаротушения ТРВ №1
Выгородка противопожарной системы/ Станция пенотушения №3
Коридор 33,5-61 шп./  Коридор №203
Коридор  34-61 шп./  Коридор №203
Столовая команды
Столовая команды
Посудомоечная
Раздаточная
Коридор  34-61 шп./ Коридор №203
2-м каюта №202/ Каюта №202 (двухместная)
2-м каюта №202/ Каюта №202 (двухместная)
